,_id,clusterID,kWhDelivered,sessionID,siteID,spaceID,stationID,timezone,userID,ConnectionTime,DisconnectTime,DoneCharging
1096,5e6c2598f9af8b3cc3deee15,102,25.19,19_102_260_1636_2020-02-26 19:45:50.360670,19,6,19-102-260-1636,America/Los_Angeles,6189.0,2020-02-26 19:45:50+00:00,2020-02-27 01:37:49+00:00,2020-02-27 01:37:44+00:00
1097,5e6c2598f9af8b3cc3deee16,102,3.429,19_102_260_1634_2020-02-26 21:12:14.382877,19,3,19-102-260-1634,America/Los_Angeles,6297.0,2020-02-26 21:12:14+00:00,2020-02-27 02:50:25+00:00,2020-02-27 02:50:21+00:00
1098,5e6d770ef9af8b40867029b1,102,4.356,19_102_260_1633_2020-02-27 15:11:55.324872,19,2,19-102-260-1633,America/Los_Angeles,6062.0,2020-02-27 15:11:55+00:00,2020-02-28 02:20:32+00:00,2020-02-27 16:47:25+00:00
1099,5e6d770ef9af8b40867029b2,102,26.428,19_102_260_1635_2020-02-27 15:59:48.224360,19,1,19-102-260-1635,America/Los_Angeles,6038.0,2020-02-27 15:59:48+00:00,2020-02-28 00:23:34+00:00,2020-02-27 20:34:20+00:00
1100,5e6d770ef9af8b40867029b3,102,6.228,19_102_260_1640_2020-02-27 17:23:55.578630,19,8,19-102-260-1640,America/Los_Angeles,4400.0,2020-02-27 17:23:56+00:00,2020-02-28 00:27:05+00:00,2020-02-27 20:00:37+00:00
1101,5e6d770ef9af8b40867029b4,102,29.965,19_102_260_1639_2020-02-27 18:42:39.579700,19,5,19-102-260-1639,America/Los_Angeles,6297.0,2020-02-27 18:42:40+00:00,2020-02-28 01:38:36+00:00,2020-02-28 01:38:32+00:00
1102,5e6d770ef9af8b40867029b5,102,22.459,19_102_260_1634_2020-02-27 19:10:56.474968,19,3,19-102-260-1634,America/Los_Angeles,3618.0,2020-02-27 19:10:56+00:00,2020-02-27 22:46:30+00:00,2020-02-27 22:44:51+00:00
1103,5e6d770ef9af8b40867029b6,102,10.222999999999999,19_102_260_1636_2020-02-27 19:46:05.980340,19,6,19-102-260-1636,America/Los_Angeles,6189.0,2020-02-27 19:46:06+00:00,2020-02-28 02:08:33+00:00,2020-02-27 21:30:08+00:00
1104,5e6ec88ef9af8b44653a9e4e,102,29.497,19_102_260_1635_2020-02-28 14:54:15.623053,19,1,19-102-260-1635,America/Los_Angeles,6038.0,2020-02-28 14:54:16+00:00,2020-02-29 00:26:35+00:00,2020-02-28 19:40:41+00:00
1105,5e6ec88ef9af8b44653a9e4f,102,4.247,19_102_260_1633_2020-02-28 15:48:49.744244,19,2,19-102-260-1633,America/Los_Angeles,6062.0,2020-02-28 15:48:50+00:00,2020-02-28 20:32:14+00:00,2020-02-28 17:27:48+00:00
1106,5e6ec88ef9af8b44653a9e50,102,28.304000000000002,19_102_260_1639_2020-02-28 17:35:08.579106,19,5,19-102-260-1639,America/Los_Angeles,6297.0,2020-02-28 17:35:09+00:00,2020-02-29 01:58:54+00:00,2020-02-28 22:56:10+00:00
1107,5e6ec88ef9af8b44653a9e51,102,12.57,19_102_260_1636_2020-02-28 19:40:50.584285,19,6,19-102-260-1636,America/Los_Angeles,6189.0,2020-02-28 19:40:51+00:00,2020-02-29 01:55:44+00:00,2020-02-28 21:46:01+00:00
1108,5e72bd0ff9af8b73fb84288b,102,44.971000000000004,19_102_260_1635_2020-03-02 15:36:41.943389,19,1,19-102-260-1635,America/Los_Angeles,3618.0,2020-03-02 15:36:42+00:00,2020-03-02 23:01:25+00:00,2020-03-02 23:01:20+00:00
1109,5e72bd0ff9af8b73fb84288c,102,4.944,19_102_260_1633_2020-03-02 16:17:03.618341,19,2,19-102-260-1633,America/Los_Angeles,6062.0,2020-03-02 16:17:04+00:00,2020-03-03 03:33:37+00:00,2020-03-02 18:35:58+00:00
1110,5e72bd0ff9af8b73fb84288d,102,35.179,19_102_260_1639_2020-03-02 18:05:09.380489,19,5,19-102-260-1639,America/Los_Angeles,6171.0,2020-03-02 18:05:09+00:00,2020-03-03 01:34:12+00:00,2020-03-03 01:34:04+00:00
1111,5e72bd0ff9af8b73fb84288e,102,13.769,19_102_260_1634_2020-03-02 18:51:52.609313,19,3,19-102-260-1634,America/Los_Angeles,6038.0,2020-03-02 18:51:53+00:00,2020-03-03 00:07:16+00:00,2020-03-02 21:28:54+00:00
1112,5e72bd0ff9af8b73fb84288f,102,15.669,19_102_260_1636_2020-03-02 19:45:21.841965,19,6,19-102-260-1636,America/Los_Angeles,6189.0,2020-03-02 19:45:22+00:00,2020-03-03 00:33:53+00:00,2020-03-02 22:19:18+00:00
1113,5e740e8cf9af8b78475cf013,102,4.008,19_102_260_1633_2020-03-03 15:28:27.164788,19,2,19-102-260-1633,America/Los_Angeles,6062.0,2020-03-03 15:28:27+00:00,2020-03-03 21:13:00+00:00,2020-03-03 20:53:41+00:00
1114,5e740e8cf9af8b78475cf014,102,21.73,19_102_260_1639_2020-03-03 19:56:09.121226,19,5,19-102-260-1639,America/Los_Angeles,6297.0,2020-03-03 19:56:09+00:00,2020-03-04 00:51:38+00:00,2020-03-04 00:51:30+00:00
1115,5e740e8cf9af8b78475cf015,102,2.9130000000000003,19_102_260_1640_2020-03-04 00:08:43.785148,19,8,19-102-260-1640,America/Los_Angeles,4400.0,2020-03-04 00:08:45+00:00,2020-03-04 02:07:02+00:00,2020-03-04 02:06:57+00:00
1116,5e75600df9af8b7bfb58a26a,102,23.803,19_102_260_1635_2020-03-04 14:57:18.033813,19,1,19-102-260-1635,America/Los_Angeles,6038.0,2020-03-04 14:57:18+00:00,2020-03-05 02:27:43+00:00,2020-03-04 18:47:10+00:00
1117,5e75600df9af8b7bfb58a26b,102,5.91,19_102_260_1633_2020-03-04 16:22:14.355340,19,2,19-102-260-1633,America/Los_Angeles,6062.0,2020-03-04 16:22:14+00:00,2020-03-05 02:05:51+00:00,2020-03-04 22:08:02+00:00
1118,5e75600df9af8b7bfb58a26c,102,17.741,19_102_260_1636_2020-03-04 19:36:13.732071,19,6,19-102-260-1636,America/Los_Angeles,6189.0,2020-03-04 19:36:14+00:00,2020-03-05 00:59:42+00:00,2020-03-04 22:31:27+00:00
1119,5e79548ef9af8b0905377260,102,28.943,19_102_260_1635_2020-03-05 14:45:48.776952,19,1,19-102-260-1635,America/Los_Angeles,6038.0,2020-03-05 14:45:49+00:00,2020-03-05 20:23:45+00:00,2020-03-05 19:28:53+00:00
1120,5e79548ef9af8b0905377261,102,4.167,19_102_260_1633_2020-03-05 15:34:54.313242,19,2,19-102-260-1633,America/Los_Angeles,6062.0,2020-03-05 15:34:54+00:00,2020-03-05 20:38:04+00:00,2020-03-05 17:26:55+00:00
1121,5e79548ef9af8b0905377262,102,11.713,19_102_260_1636_2020-03-05 19:43:15.522300,19,6,19-102-260-1636,America/Los_Angeles,6189.0,2020-03-05 19:43:15+00:00,2020-03-06 01:20:13+00:00,2020-03-05 21:41:04+00:00
1122,5e79548ef9af8b0905377263,102,10.882,19_102_260_1634_2020-03-05 19:46:29.586532,19,3,19-102-260-1634,America/Los_Angeles,3618.0,2020-03-05 19:46:30+00:00,2020-03-05 21:31:19+00:00,2020-03-05 21:31:15+00:00
1123,5e795493f9af8b0905377264,102,30.894000000000002,19_102_260_1635_2020-03-06 15:01:42.701199,19,1,19-102-260-1635,America/Los_Angeles,6038.0,2020-03-06 15:01:43+00:00,2020-03-06 23:09:06+00:00,2020-03-06 20:30:49+00:00
1124,5e795493f9af8b0905377265,102,39.1,19_102_260_1633_2020-03-06 15:36:23.299693,19,2,19-102-260-1633,America/Los_Angeles,3618.0,2020-03-06 15:36:23+00:00,2020-03-06 21:54:27+00:00,2020-03-06 21:54:07+00:00
1125,5e795493f9af8b0905377266,102,5.941,19_102_260_1638_2020-03-06 16:04:45.401656,19,4,19-102-260-1638,America/Los_Angeles,6062.0,2020-03-06 16:04:45+00:00,2020-03-07 02:24:53+00:00,2020-03-06 20:48:48+00:00
1126,5e795493f9af8b0905377267,102,5.8020000000000005,19_102_260_1640_2020-03-06 17:00:17.444046,19,8,19-102-260-1640,America/Los_Angeles,4400.0,2020-03-06 17:00:17+00:00,2020-03-06 22:01:19+00:00,2020-03-06 19:26:48+00:00
1127,5e795493f9af8b0905377268,102,3.3292722222222224,19_102_260_1634_2020-03-06 17:55:27.485621,19,3,19-102-260-1634,America/Los_Angeles,6429.0,2020-03-06 17:55:27+00:00,2020-03-06 18:55:13+00:00,2020-03-06 18:53:42+00:00
1128,5e795493f9af8b0905377269,102,12.202,19_102_260_1636_2020-03-06 19:59:59.609462,19,6,19-102-260-1636,America/Los_Angeles,6189.0,2020-03-06 20:00:00+00:00,2020-03-07 01:34:36+00:00,2020-03-06 22:01:30+00:00
1129,5e7bf78df9af8b13e4e607fa,102,5.004,19_102_260_1633_2020-03-09 16:03:14.310926,19,2,19-102-260-1633,America/Los_Angeles,6062.0,2020-03-09 16:03:14+00:00,2020-03-09 18:52:06+00:00,2020-03-09 17:49:53+00:00
1130,5e7bf78df9af8b13e4e607fb,102,36.544000000000004,19_102_260_1640_2020-03-09 17:34:18.871314,19,8,19-102-260-1640,America/Los_Angeles,6171.0,2020-03-09 17:34:19+00:00,2020-03-10 00:17:46+00:00,2020-03-10 00:17:38+00:00
1131,5e7bf78df9af8b13e4e607fc,102,25.641,19_102_260_1639_2020-03-09 18:39:30.020064,19,5,19-102-260-1639,America/Los_Angeles,6189.0,2020-03-09 18:39:30+00:00,2020-03-10 02:00:08+00:00,2020-03-10 02:00:05+00:00
1132,5e7d490cf9af8b180bcaeae0,102,33.228,19_102_260_1635_2020-03-10 17:44:31.822498,19,1,19-102-260-1635,America/Los_Angeles,6038.0,2020-03-10 17:44:32+00:00,2020-03-10 23:37:20+00:00,2020-03-10 23:37:10+00:00
1133,5e7d490cf9af8b180bcaeae1,102,22.924,19_102_260_1640_2020-03-10 19:00:01.214699,19,8,19-102-260-1640,America/Los_Angeles,6171.0,2020-03-10 19:00:01+00:00,2020-03-10 22:36:25+00:00,2020-03-10 22:36:09+00:00
1134,5e7d490cf9af8b180bcaeae2,102,8.907,19_102_260_1639_2020-03-10 21:40:46.440132,19,5,19-102-260-1639,America/Los_Angeles,6620.0,2020-03-10 21:40:46+00:00,2020-03-11 00:55:09+00:00,2020-03-11 00:54:35+00:00
1135,5e7e9a8cf9af8b1be35ae553,102,6.006,19_102_260_1633_2020-03-11 15:26:50.729810,19,2,19-102-260-1633,America/Los_Angeles,6062.0,2020-03-11 15:26:51+00:00,2020-03-12 00:45:42+00:00,2020-03-11 17:33:24+00:00
1136,5e7e9a8cf9af8b1be35ae554,102,39.854,19_102_260_1635_2020-03-11 15:46:19.449671,19,1,19-102-260-1635,America/Los_Angeles,6038.0,2020-03-11 15:46:19+00:00,2020-03-11 23:08:57+00:00,2020-03-11 22:15:36+00:00
1137,5e7e9a8cf9af8b1be35ae555,102,16.825,19_102_260_1636_2020-03-11 18:35:27.301031,19,6,19-102-260-1636,America/Los_Angeles,6189.0,2020-03-11 18:35:27+00:00,2020-03-12 01:21:01+00:00,2020-03-11 21:22:32+00:00
1138,5e7fec0df9af8b1fc25f3243,102,4.6936175,19_102_260_1633_2020-03-12 14:43:18.611366,19,2,19-102-260-1633,America/Los_Angeles,6062.0,2020-03-12 14:43:19+00:00,2020-03-13 01:10:14+00:00,2020-03-12 16:23:54+00:00
1139,5e7fec0df9af8b1fc25f3244,102,32.082,19_102_260_1639_2020-03-12 15:28:11.053395,19,5,19-102-260-1639,America/Los_Angeles,6620.0,2020-03-12 15:28:11+00:00,2020-03-13 01:00:42+00:00,2020-03-12 22:27:36+00:00
1140,5e7fec0df9af8b1fc25f3245,102,5.847,19_102_260_1635_2020-03-12 21:56:57.439191,19,1,19-102-260-1635,America/Los_Angeles,6038.0,2020-03-12 21:56:57+00:00,2020-03-12 22:57:51+00:00,2020-03-12 22:57:46+00:00
1141,5e813d8df9af8b23a6a87ad4,102,19.49,19_102_260_1635_2020-03-13 13:53:30.031152,19,1,19-102-260-1635,America/Los_Angeles,6038.0,2020-03-13 13:53:30+00:00,2020-03-13 20:24:49+00:00,2020-03-13 17:00:25+00:00
1142,5e813d8df9af8b23a6a87ad5,102,4.966,19_102_260_1633_2020-03-13 14:50:09.324837,19,2,19-102-260-1633,America/Los_Angeles,6062.0,2020-03-13 14:50:09+00:00,2020-03-13 20:14:27+00:00,2020-03-13 16:40:35+00:00
1143,5e813d8df9af8b23a6a87ad6,102,14.311,19_102_260_1639_2020-03-13 18:22:09.656527,19,5,19-102-260-1639,America/Los_Angeles,6620.0,2020-03-13 18:22:10+00:00,2020-03-14 00:41:39+00:00,2020-03-13 21:30:39+00:00
1144,5e813d8df9af8b23a6a87ad7,102,21.135,19_102_260_1640_2020-03-13 18:22:03.259734,19,8,19-102-260-1640,America/Los_Angeles,6171.0,2020-03-13 18:22:24+00:00,2020-03-14 00:19:57+00:00,2020-03-13 22:05:33+00:00
1145,5e813d8df9af8b23a6a87ad8,102,19.901,19_102_260_1636_2020-03-13 19:08:01.581028,19,6,19-102-260-1636,America/Los_Angeles,6189.0,2020-03-13 19:08:02+00:00,2020-03-13 23:18:08+00:00,2020-03-13 22:21:38+00:00
1146,5e85320ff9af8b2fb3996c9a,102,19.862000000000002,19_102_260_1634_2020-03-16 15:12:17.077256,19,3,19-102-260-1634,America/Los_Angeles,6620.0,2020-03-16 15:12:17+00:00,2020-03-17 00:29:50+00:00,2020-03-16 19:24:21+00:00
1147,5e85320ff9af8b2fb3996c9b,102,5.685,19_102_260_1633_2020-03-16 16:25:36.455739,19,2,19-102-260-1633,America/Los_Angeles,6062.0,2020-03-16 16:25:36+00:00,2020-03-16 23:32:23+00:00,2020-03-16 22:05:49+00:00
1148,5e85320ff9af8b2fb3996c9c,102,1.337,19_102_260_1633_2020-03-17 01:44:51.480862,19,2,19-102-260-1633,America/Los_Angeles,6171.0,2020-03-17 01:44:51+00:00,2020-03-17 02:34:23+00:00,2020-03-17 02:34:18+00:00
1149,5e86838bf9af8b339201c97d,102,17.285999999999998,19_102_260_1635_2020-03-17 15:12:54.862579,19,1,19-102-260-1635,America/Los_Angeles,6038.0,2020-03-17 15:12:55+00:00,2020-03-18 00:13:59+00:00,2020-03-17 17:58:01+00:00
1150,5e87d50af9af8b397c1d13f4,102,23.98,19_102_260_1636_2020-03-18 14:44:46.107600,19,6,19-102-260-1636,America/Los_Angeles,6620.0,2020-03-18 14:44:46+00:00,2020-03-18 20:05:29+00:00,2020-03-18 20:05:16+00:00
1151,5e8e6c8df9af8b6fa3932eae,102,12.082,19_102_260_1634_2020-03-23 20:49:27.597652,19,3,19-102-260-1634,America/Los_Angeles,6620.0,2020-03-23 20:49:57+00:00,2020-03-24 00:12:26+00:00,2020-03-24 00:12:14+00:00
1152,5e8fbe0bf9af8b73fca95916,102,28.479,19_102_260_1639_2020-03-24 17:46:16.829726,19,5,19-102-260-1639,America/Los_Angeles,6620.0,2020-03-24 17:46:17+00:00,2020-03-25 01:45:28+00:00,2020-03-25 01:45:16+00:00
1153,5e92610cf9af8b7b8be575d6,102,38.328,19_102_260_1639_2020-03-26 14:58:40.012232,19,5,19-102-260-1639,America/Los_Angeles,6620.0,2020-03-26 14:58:40+00:00,2020-03-26 23:59:16+00:00,2020-03-26 23:32:28+00:00
1154,5e97a70cf9af8b1587330be4,102,31.201,19_102_260_1639_2020-03-30 15:32:21.132069,19,5,19-102-260-1639,America/Los_Angeles,6620.0,2020-03-30 15:32:21+00:00,2020-03-31 00:51:48+00:00,2020-03-30 22:14:06+00:00
1155,5e98f88bf9af8b19f1f66abe,102,16.834,19_102_260_1639_2020-03-31 17:02:39.616136,19,5,19-102-260-1639,America/Los_Angeles,6620.0,2020-03-31 17:02:40+00:00,2020-04-01 00:25:16+00:00,2020-03-31 20:39:27+00:00
1156,5e9a4a0bf9af8b1c32478d5c,102,20.4,19_102_260_1639_2020-04-01 16:39:41.073327,19,5,19-102-260-1639,America/Los_Angeles,6620.0,2020-04-01 16:39:41+00:00,2020-04-01 22:22:31+00:00,2020-04-01 21:02:58+00:00
1157,5e9ced0bf9af8b2591f733b0,102,38.062,19_102_260_1639_2020-04-03 14:24:22.301878,19,5,19-102-260-1639,America/Los_Angeles,6620.0,2020-04-03 14:24:22+00:00,2020-04-04 00:43:58+00:00,2020-04-03 22:35:38+00:00
1158,5ea2330cf9af8b3ece74c34e,102,19.779,19_102_260_1634_2020-04-07 15:43:55.460886,19,3,19-102-260-1634,America/Los_Angeles,6620.0,2020-04-07 15:43:55+00:00,2020-04-07 19:53:54+00:00,2020-04-07 19:53:42+00:00
1159,5ea3848bf9af8b4289d77331,102,20.304000000000002,19_102_260_1639_2020-04-08 15:26:02.134684,19,5,19-102-260-1639,America/Los_Angeles,6620.0,2020-04-08 15:26:02+00:00,2020-04-08 21:08:01+00:00,2020-04-08 19:47:45+00:00
1160,5ea4d60cf9af8b465673b807,102,27.49,19_102_260_1639_2020-04-09 15:15:52.155515,19,5,19-102-260-1639,America/Los_Angeles,6620.0,2020-04-09 15:15:52+00:00,2020-04-10 00:03:39+00:00,2020-04-09 21:09:16+00:00
1161,5eaa1c0cf9af8b55cad4b757,102,34.384,19_102_260_1639_2020-04-13 15:43:30.165891,19,5,19-102-260-1639,America/Los_Angeles,6620.0,2020-04-13 15:43:30+00:00,2020-04-14 00:10:01+00:00,2020-04-13 23:19:14+00:00
1162,5eab6d8bf9af8b7d906a7a84,102,15.378,19_102_260_1636_2020-04-14 18:10:01.817928,19,6,19-102-260-1636,America/Los_Angeles,6620.0,2020-04-14 18:10:02+00:00,2020-04-15 00:16:55+00:00,2020-04-15 00:16:46+00:00
1163,5eacbf0cf9af8b030960b4d4,102,12.398,19_102_260_1634_2020-04-15 14:35:47.011404,19,3,19-102-260-1634,America/Los_Angeles,6620.0,2020-04-15 14:35:47+00:00,2020-04-16 00:02:16+00:00,2020-04-15 17:13:20+00:00
1164,5eae108bf9af8b071b571693,102,14.477,19_102_260_1639_2020-04-16 16:47:04.712418,19,5,19-102-260-1639,America/Los_Angeles,6620.0,2020-04-16 16:47:05+00:00,2020-04-17 00:40:14+00:00,2020-04-16 19:53:28+00:00
1165,5eb3568cf9af8b17598d5b37,102,34.861,19_102_260_1639_2020-04-20 15:55:16.545767,19,5,19-102-260-1639,America/Los_Angeles,6620.0,2020-04-20 15:55:17+00:00,2020-04-21 00:23:38+00:00,2020-04-21 00:23:24+00:00
1166,5eb5f98bf9af8b3a1eb3efdb,102,33.55,19_102_260_1639_2020-04-22 15:52:54.471695,19,5,19-102-260-1639,America/Los_Angeles,6620.0,2020-04-22 15:53:14+00:00,2020-04-22 23:28:03+00:00,2020-04-22 23:27:46+00:00
1167,5eb89c8cf9af8b41d453433a,102,35.689,19_102_260_1639_2020-04-24 15:39:57.366274,19,5,19-102-260-1639,America/Los_Angeles,6620.0,2020-04-24 15:39:57+00:00,2020-04-25 00:25:07+00:00,2020-04-25 00:24:51+00:00
1168,5eb89c8cf9af8b41d453433b,102,8.295,19_102_260_1640_2020-04-24 21:53:17.125733,19,8,19-102-260-1640,America/Los_Angeles,6140.0,2020-04-24 21:53:17+00:00,2020-04-24 23:54:24+00:00,2020-04-24 23:54:07+00:00
