,_id,clusterID,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,sessionID,siteID,spaceID,stationID,timezone,userID
11,5cd1d486f9af8b68f0e9671e,0102,"Mon, 01 Apr 2019 17:16:23 GMT","Tue, 02 Apr 2019 02:16:44 GMT","Tue, 02 Apr 2019 02:16:31 GMT",55.288,19_102_260_1638_2019-04-01 17:16:23.378843,0019,04,19-102-260-1638,America/Los_Angeles,
12,5cd1d486f9af8b68f0e9671f,0102,"Mon, 01 Apr 2019 17:22:06 GMT","Tue, 02 Apr 2019 00:19:14 GMT","Mon, 01 Apr 2019 23:10:19 GMT",34.468,19_102_260_1634_2019-04-01 17:22:05.846606,0019,03,19-102-260-1634,America/Los_Angeles,
13,5cd1d486f9af8b68f0e96720,0102,"Mon, 01 Apr 2019 18:22:15 GMT","Tue, 02 Apr 2019 01:55:46 GMT","Mon, 01 Apr 2019 22:57:22 GMT",15.1,19_102_260_1636_2019-04-01 18:22:15.377899,0019,06,19-102-260-1636,America/Los_Angeles,
14,5cd1d488f9af8b68f0e96721,0102,"Tue, 02 Apr 2019 20:14:39 GMT","Wed, 03 Apr 2019 00:19:07 GMT","Tue, 02 Apr 2019 22:43:48 GMT",15.53,19_102_260_1634_2019-04-02 20:14:39.061596,0019,03,19-102-260-1634,America/Los_Angeles,
15,5cd1d489f9af8b68f0e96722,0102,"Wed, 03 Apr 2019 18:17:00 GMT","Thu, 04 Apr 2019 02:20:31 GMT","Wed, 03 Apr 2019 22:29:27 GMT",14.144,19_102_260_1636_2019-04-03 18:16:59.791638,0019,06,19-102-260-1636,America/Los_Angeles,
16,5cd1d489f9af8b68f0e96723,0102,"Wed, 03 Apr 2019 20:18:06 GMT","Thu, 04 Apr 2019 04:03:02 GMT","Thu, 04 Apr 2019 04:02:54 GMT",47.887,19_102_260_1640_2019-04-03 20:18:06.144765,0019,08,19-102-260-1640,America/Los_Angeles,
17,5cd1d48bf9af8b68f0e96724,0102,"Thu, 04 Apr 2019 16:21:35 GMT","Fri, 05 Apr 2019 01:17:11 GMT","Thu, 04 Apr 2019 17:21:40 GMT",5.39,19_102_260_1633_2019-04-04 16:21:34.812389,0019,02,19-102-260-1633,America/Los_Angeles,
18,5cd1d48ef9af8b68f0e96725,0102,"Fri, 05 Apr 2019 16:20:51 GMT","Sat, 06 Apr 2019 00:42:03 GMT","Fri, 05 Apr 2019 17:29:33 GMT",6.219,19_102_260_1633_2019-04-05 16:20:51.232863,0019,02,19-102-260-1633,America/Los_Angeles,
19,5cd1d48ef9af8b68f0e96726,0102,"Fri, 05 Apr 2019 16:57:35 GMT","Sat, 06 Apr 2019 00:21:35 GMT","Fri, 05 Apr 2019 21:57:28 GMT",32.122,19_102_260_1634_2019-04-05 16:57:35.330129,0019,03,19-102-260-1634,America/Los_Angeles,
20,5cd1d48ef9af8b68f0e96727,0102,"Fri, 05 Apr 2019 18:16:20 GMT","Fri, 05 Apr 2019 23:53:24 GMT","Fri, 05 Apr 2019 22:21:54 GMT",13.691,19_102_260_1636_2019-04-05 18:16:20.020657,0019,06,19-102-260-1636,America/Los_Angeles,
21,5cd1d48ef9af8b68f0e96728,0102,"Fri, 05 Apr 2019 21:18:38 GMT","Sat, 06 Apr 2019 03:46:04 GMT","Sat, 06 Apr 2019 01:29:11 GMT",25.038,19_102_260_1640_2019-04-05 21:18:37.638250,0019,08,19-102-260-1640,America/Los_Angeles,
22,5cd1d493f9af8b68f0e96729,0102,"Mon, 08 Apr 2019 16:26:22 GMT","Tue, 09 Apr 2019 01:42:43 GMT","Mon, 08 Apr 2019 17:25:08 GMT",5.216,19_102_260_1633_2019-04-08 16:26:21.693268,0019,02,19-102-260-1633,America/Los_Angeles,
23,5cd1d493f9af8b68f0e9672a,0102,"Mon, 08 Apr 2019 16:52:46 GMT","Mon, 08 Apr 2019 20:50:43 GMT","Mon, 08 Apr 2019 20:50:35 GMT",25.486,19_102_260_1634_2019-04-08 16:52:46.031014,0019,03,19-102-260-1634,America/Los_Angeles,
24,5cd1d493f9af8b68f0e9672b,0102,"Mon, 08 Apr 2019 18:28:33 GMT","Tue, 09 Apr 2019 02:10:24 GMT","Mon, 08 Apr 2019 20:45:17 GMT",7.498,19_102_260_1636_2019-04-08 18:28:32.548678,0019,06,19-102-260-1636,America/Los_Angeles,
25,5cd1d493f9af8b68f0e9672c,0102,"Mon, 08 Apr 2019 21:49:58 GMT","Tue, 09 Apr 2019 04:02:58 GMT","Tue, 09 Apr 2019 03:47:15 GMT",36.116,19_102_260_1640_2019-04-08 21:49:58.371519,0019,08,19-102-260-1640,America/Los_Angeles,
26,5cd1d495f9af8b68f0e9672d,0102,"Tue, 09 Apr 2019 16:37:00 GMT","Wed, 10 Apr 2019 01:30:22 GMT","Tue, 09 Apr 2019 17:45:45 GMT",6.197,19_102_260_1633_2019-04-09 16:36:59.966060,0019,02,19-102-260-1633,America/Los_Angeles,
27,5cd1d498f9af8b68f0e9672e,0102,"Wed, 10 Apr 2019 16:30:22 GMT","Wed, 10 Apr 2019 20:41:47 GMT","Wed, 10 Apr 2019 17:36:53 GMT",6.008,19_102_260_1633_2019-04-10 16:30:21.814172,0019,02,19-102-260-1633,America/Los_Angeles,
28,5cd1d498f9af8b68f0e9672f,0102,"Wed, 10 Apr 2019 18:33:12 GMT","Thu, 11 Apr 2019 02:08:53 GMT","Wed, 10 Apr 2019 22:25:02 GMT",12.86,19_102_260_1636_2019-04-10 18:33:12.057516,0019,06,19-102-260-1636,America/Los_Angeles,
29,5cd1d498f9af8b68f0e96730,0102,"Wed, 10 Apr 2019 22:27:23 GMT","Thu, 11 Apr 2019 00:58:19 GMT","Wed, 10 Apr 2019 22:54:46 GMT",2.599,19_102_260_1633_2019-04-10 22:27:23.356550,0019,02,19-102-260-1633,America/Los_Angeles,
30,5cd1d498f9af8b68f0e96731,0102,"Wed, 10 Apr 2019 23:05:20 GMT","Thu, 11 Apr 2019 03:47:45 GMT","Thu, 11 Apr 2019 03:46:54 GMT",27.813,19_102_260_1640_2019-04-10 23:05:20.477869,0019,08,19-102-260-1640,America/Los_Angeles,
31,5cd1d49bf9af8b68f0e96732,0102,"Thu, 11 Apr 2019 16:25:42 GMT","Fri, 12 Apr 2019 00:58:35 GMT","Thu, 11 Apr 2019 17:31:18 GMT",5.902,19_102_260_1633_2019-04-11 16:25:41.748842,0019,02,19-102-260-1633,America/Los_Angeles,
32,5cd1d49bf9af8b68f0e96733,0102,"Thu, 11 Apr 2019 18:14:52 GMT","Thu, 11 Apr 2019 19:58:39 GMT","Thu, 11 Apr 2019 19:58:34 GMT",5.859,19_102_260_1636_2019-04-11 18:14:52.500483,0019,06,19-102-260-1636,America/Los_Angeles,
33,5cd1d49bf9af8b68f0e96734,0102,"Thu, 11 Apr 2019 20:13:25 GMT","Fri, 12 Apr 2019 02:37:39 GMT","Thu, 11 Apr 2019 21:41:37 GMT",4.8,19_102_260_1636_2019-04-11 20:13:25.505092,0019,06,19-102-260-1636,America/Los_Angeles,
34,5cd1d49bf9af8b68f0e96735,0102,"Thu, 11 Apr 2019 22:38:24 GMT","Fri, 12 Apr 2019 03:07:53 GMT","Fri, 12 Apr 2019 03:03:16 GMT",24.24,19_102_260_1640_2019-04-11 22:38:23.892712,0019,08,19-102-260-1640,America/Los_Angeles,
35,5cd1d49df9af8b68f0e96736,0102,"Fri, 12 Apr 2019 16:18:16 GMT","Fri, 12 Apr 2019 23:50:04 GMT","Fri, 12 Apr 2019 17:24:28 GMT",5.967,19_102_260_1633_2019-04-12 16:18:16.309910,0019,02,19-102-260-1633,America/Los_Angeles,
36,5cd1d49df9af8b68f0e96737,0102,"Fri, 12 Apr 2019 18:14:29 GMT","Fri, 12 Apr 2019 19:38:37 GMT","Fri, 12 Apr 2019 19:38:32 GMT",8.404,19_102_260_1638_2019-04-12 18:14:28.591341,0019,04,19-102-260-1638,America/Los_Angeles,
37,5cd1d49df9af8b68f0e96738,0102,"Fri, 12 Apr 2019 20:31:49 GMT","Fri, 12 Apr 2019 21:50:14 GMT","Fri, 12 Apr 2019 21:50:09 GMT",4.396,19_102_260_1636_2019-04-12 20:31:48.663591,0019,06,19-102-260-1636,America/Los_Angeles,
38,5cd1d49df9af8b68f0e96739,0102,"Fri, 12 Apr 2019 20:52:35 GMT","Sat, 13 Apr 2019 02:12:31 GMT","Sat, 13 Apr 2019 01:32:54 GMT",29.194,19_102_260_1639_2019-04-12 20:52:35.380066,0019,05,19-102-260-1639,America/Los_Angeles,
39,5cd1d49df9af8b68f0e9673a,0102,"Sat, 13 Apr 2019 00:28:51 GMT","Sat, 13 Apr 2019 03:49:58 GMT","Sat, 13 Apr 2019 03:13:50 GMT",17.433,19_102_260_1640_2019-04-13 00:28:51.199120,0019,08,19-102-260-1640,America/Los_Angeles,
40,5cd1d4a2f9af8b68f0e9673b,0102,"Mon, 15 Apr 2019 16:22:14 GMT","Tue, 16 Apr 2019 02:58:57 GMT","Mon, 15 Apr 2019 17:29:19 GMT",6.05,19_102_260_1633_2019-04-15 16:22:13.692426,0019,02,19-102-260-1633,America/Los_Angeles,
41,5cd1d4a2f9af8b68f0e9673c,0102,"Mon, 15 Apr 2019 17:28:55 GMT","Mon, 15 Apr 2019 22:50:42 GMT","Mon, 15 Apr 2019 22:50:36 GMT",26.606,19_102_260_1634_2019-04-15 17:28:55.021953,0019,03,19-102-260-1634,America/Los_Angeles,
42,5cd1d4a2f9af8b68f0e9673d,0102,"Mon, 15 Apr 2019 19:03:24 GMT","Tue, 16 Apr 2019 01:21:58 GMT","Mon, 15 Apr 2019 21:00:06 GMT",6.388,19_102_260_1636_2019-04-15 19:03:23.981867,0019,06,19-102-260-1636,America/Los_Angeles,
43,5cd1d4a2f9af8b68f0e9673e,0102,"Mon, 15 Apr 2019 20:36:26 GMT","Tue, 16 Apr 2019 04:02:00 GMT","Tue, 16 Apr 2019 04:01:51 GMT",45.371,19_102_260_1640_2019-04-15 20:36:26.296137,0019,08,19-102-260-1640,America/Los_Angeles,
44,5cd1d4a5f9af8b68f0e9673f,0102,"Tue, 16 Apr 2019 16:28:22 GMT","Wed, 17 Apr 2019 01:06:03 GMT","Tue, 16 Apr 2019 17:34:06 GMT",5.914,19_102_260_1633_2019-04-16 16:28:22.331217,0019,02,19-102-260-1633,America/Los_Angeles,
45,5cd1d4a5f9af8b68f0e96740,0102,"Tue, 16 Apr 2019 19:41:56 GMT","Wed, 17 Apr 2019 01:22:09 GMT","Wed, 17 Apr 2019 01:12:06 GMT",34.537,19_102_260_1634_2019-04-16 19:41:55.864394,0019,03,19-102-260-1634,America/Los_Angeles,
46,5cd1d4a5f9af8b68f0e96741,0102,"Tue, 16 Apr 2019 20:32:41 GMT","Wed, 17 Apr 2019 04:21:37 GMT","Wed, 17 Apr 2019 01:03:43 GMT",25.288,19_102_260_1640_2019-04-16 20:32:40.778837,0019,08,19-102-260-1640,America/Los_Angeles,
47,5cd1d4a8f9af8b68f0e96742,0102,"Wed, 17 Apr 2019 16:29:49 GMT","Wed, 17 Apr 2019 23:54:20 GMT","Wed, 17 Apr 2019 17:33:43 GMT",5.715,19_102_260_1633_2019-04-17 16:29:48.866359,0019,02,19-102-260-1633,America/Los_Angeles,
48,5cd1d4a8f9af8b68f0e96743,0102,"Wed, 17 Apr 2019 18:07:34 GMT","Thu, 18 Apr 2019 00:50:03 GMT","Wed, 17 Apr 2019 22:10:42 GMT",13.476,19_102_260_1636_2019-04-17 18:07:34.093658,0019,06,19-102-260-1636,America/Los_Angeles,
49,5cd1d4abf9af8b68f0e96744,0102,"Thu, 18 Apr 2019 16:27:31 GMT","Thu, 18 Apr 2019 18:25:40 GMT","Thu, 18 Apr 2019 17:33:46 GMT",5.956,19_102_260_1633_2019-04-18 16:27:30.790007,0019,02,19-102-260-1633,America/Los_Angeles,
50,5cd1d4abf9af8b68f0e96745,0102,"Thu, 18 Apr 2019 17:10:13 GMT","Thu, 18 Apr 2019 23:40:49 GMT","Thu, 18 Apr 2019 23:41:47 GMT",37.185,19_102_260_1638_2019-04-18 17:10:13.261532,0019,04,19-102-260-1638,America/Los_Angeles,
51,5cd1d4abf9af8b68f0e96746,0102,"Thu, 18 Apr 2019 18:19:04 GMT","Fri, 19 Apr 2019 00:07:02 GMT","Thu, 18 Apr 2019 21:35:57 GMT",10.861,19_102_260_1636_2019-04-18 18:19:03.622160,0019,06,19-102-260-1636,America/Los_Angeles,
52,5cd1d4abf9af8b68f0e96747,0102,"Thu, 18 Apr 2019 19:24:59 GMT","Fri, 19 Apr 2019 00:09:18 GMT","Thu, 18 Apr 2019 19:38:10 GMT",1.236,19_102_260_1633_2019-04-18 19:24:58.575165,0019,02,19-102-260-1633,America/Los_Angeles,
53,5cd1d4abf9af8b68f0e96748,0102,"Thu, 18 Apr 2019 20:53:56 GMT","Fri, 19 Apr 2019 04:33:25 GMT","Fri, 19 Apr 2019 03:52:49 GMT",34.147,19_102_260_1640_2019-04-18 20:53:55.741203,0019,08,19-102-260-1640,America/Los_Angeles,
54,5cd1d4abf9af8b68f0e96749,0102,"Thu, 18 Apr 2019 23:40:53 GMT","Fri, 19 Apr 2019 00:11:25 GMT","Fri, 19 Apr 2019 00:11:21 GMT",3.177,19_102_260_1638_2019-04-18 23:40:52.635959,0019,04,19-102-260-1638,America/Los_Angeles,
55,5cd1d4aff9af8b68f0e9674a,0102,"Fri, 19 Apr 2019 16:21:44 GMT","Fri, 19 Apr 2019 23:35:20 GMT","Fri, 19 Apr 2019 17:30:37 GMT",6.156,19_102_260_1633_2019-04-19 16:21:43.938086,0019,02,19-102-260-1633,America/Los_Angeles,
56,5cd1d4aff9af8b68f0e9674b,0102,"Fri, 19 Apr 2019 16:53:07 GMT","Fri, 19 Apr 2019 22:04:14 GMT","Fri, 19 Apr 2019 21:48:55 GMT",27.954,19_102_260_1634_2019-04-19 16:53:06.740676,0019,03,19-102-260-1634,America/Los_Angeles,
57,5cd1d4aff9af8b68f0e9674c,0102,"Fri, 19 Apr 2019 18:37:58 GMT","Sat, 20 Apr 2019 01:51:27 GMT","Fri, 19 Apr 2019 21:47:03 GMT",10.45,19_102_260_1636_2019-04-19 18:37:58.461190,0019,06,19-102-260-1636,America/Los_Angeles,
58,5cd1d4aff9af8b68f0e9674d,0102,"Sat, 20 Apr 2019 00:58:50 GMT","Sat, 20 Apr 2019 04:25:47 GMT","Sat, 20 Apr 2019 03:19:26 GMT",14.417,19_102_260_1640_2019-04-20 00:58:49.666176,0019,08,19-102-260-1640,America/Los_Angeles,
59,5cd3748cf9af8b70b7d4b89a,0102,"Mon, 22 Apr 2019 16:32:49 GMT","Tue, 23 Apr 2019 00:51:51 GMT","Mon, 22 Apr 2019 19:02:37 GMT",14.007,19_102_260_1633_2019-04-22 16:32:49.328555,0019,02,19-102-260-1633,America/Los_Angeles,
60,5cd3748cf9af8b70b7d4b89b,0102,"Mon, 22 Apr 2019 18:30:29 GMT","Mon, 22 Apr 2019 22:31:12 GMT","Mon, 22 Apr 2019 20:37:14 GMT",6.95,19_102_260_1636_2019-04-22 18:30:28.872826,0019,06,19-102-260-1636,America/Los_Angeles,
61,5cd4c60df9af8b748a9403c0,0102,"Tue, 23 Apr 2019 16:02:40 GMT","Wed, 24 Apr 2019 00:34:58 GMT","Tue, 23 Apr 2019 16:56:43 GMT",5.071,19_102_260_1633_2019-04-23 16:02:40.405232,0019,02,19-102-260-1633,America/Los_Angeles,
62,5cd4c60df9af8b748a9403c1,0102,"Tue, 23 Apr 2019 16:10:13 GMT","Wed, 24 Apr 2019 01:44:07 GMT","Tue, 23 Apr 2019 21:26:35 GMT",32.45,19_102_260_1634_2019-04-23 16:10:12.749557,0019,03,19-102-260-1634,America/Los_Angeles,
63,5cd4c60df9af8b748a9403c2,0102,"Wed, 24 Apr 2019 01:01:27 GMT","Wed, 24 Apr 2019 03:54:11 GMT","Wed, 24 Apr 2019 03:54:03 GMT",17.778,19_102_260_1640_2019-04-24 01:01:27.495666,0019,08,19-102-260-1640,America/Los_Angeles,
64,5cd6178ef9af8b78583b191f,0102,"Wed, 24 Apr 2019 16:35:27 GMT","Thu, 25 Apr 2019 00:42:51 GMT","Wed, 24 Apr 2019 17:29:57 GMT",4.738,19_102_260_1633_2019-04-24 16:35:26.712745,0019,02,19-102-260-1633,America/Los_Angeles,
65,5cd6178ef9af8b78583b1920,0102,"Wed, 24 Apr 2019 18:26:28 GMT","Thu, 25 Apr 2019 01:46:59 GMT","Wed, 24 Apr 2019 22:47:56 GMT",14.265,19_102_260_1636_2019-04-24 18:26:28.296373,0019,06,19-102-260-1636,America/Los_Angeles,
66,5cd6178ef9af8b78583b1921,0102,"Wed, 24 Apr 2019 21:07:14 GMT","Thu, 25 Apr 2019 03:42:29 GMT","Thu, 25 Apr 2019 03:42:13 GMT",40.12,19_102_260_1640_2019-04-24 21:07:14.211117,0019,08,19-102-260-1640,America/Los_Angeles,
67,5cd7690df9af8b7c3e70bbae,0102,"Thu, 25 Apr 2019 18:36:12 GMT","Fri, 26 Apr 2019 01:13:01 GMT","Thu, 25 Apr 2019 21:48:14 GMT",10.415,19_102_260_1636_2019-04-25 18:36:11.519353,0019,06,19-102-260-1636,America/Los_Angeles,
68,5cd7690df9af8b7c3e70bbaf,0102,"Thu, 25 Apr 2019 19:18:38 GMT","Thu, 25 Apr 2019 20:40:01 GMT","Thu, 25 Apr 2019 20:39:52 GMT",5.035,19_102_260_1635_2019-04-25 19:18:38.354243,0019,01,19-102-260-1635,America/Los_Angeles,
69,5cd7690df9af8b7c3e70bbb0,0102,"Thu, 25 Apr 2019 20:32:45 GMT","Thu, 25 Apr 2019 21:06:10 GMT","Thu, 25 Apr 2019 21:06:02 GMT",3.414,19_102_260_1640_2019-04-25 20:32:44.567718,0019,08,19-102-260-1640,America/Los_Angeles,
70,5cd7690df9af8b7c3e70bbb1,0102,"Thu, 25 Apr 2019 20:57:18 GMT","Fri, 26 Apr 2019 01:13:23 GMT","Thu, 25 Apr 2019 21:51:25 GMT",5.194,19_102_260_1633_2019-04-25 20:57:18.245363,0019,02,19-102-260-1633,America/Los_Angeles,
71,5cd7690df9af8b7c3e70bbb2,0102,"Thu, 25 Apr 2019 21:31:51 GMT","Thu, 25 Apr 2019 23:50:26 GMT","Thu, 25 Apr 2019 23:50:18 GMT",14.397,19_102_260_1640_2019-04-25 21:31:51.195222,0019,08,19-102-260-1640,America/Los_Angeles,
72,5cd7690df9af8b7c3e70bbb3,0102,"Fri, 26 Apr 2019 00:21:38 GMT","Fri, 26 Apr 2019 03:59:45 GMT","Fri, 26 Apr 2019 02:47:53 GMT",13.599,19_102_260_1640_2019-04-26 00:21:37.878788,0019,08,19-102-260-1640,America/Los_Angeles,
73,5cd8ba8df9af8b0170d38c68,0102,"Fri, 26 Apr 2019 16:27:48 GMT","Sat, 27 Apr 2019 00:08:56 GMT","Fri, 26 Apr 2019 21:14:48 GMT",26.609,19_102_260_1634_2019-04-26 16:27:47.614334,0019,03,19-102-260-1634,America/Los_Angeles,
74,5cd8ba8df9af8b0170d38c69,0102,"Fri, 26 Apr 2019 16:28:41 GMT","Sat, 27 Apr 2019 00:01:08 GMT","Fri, 26 Apr 2019 17:21:36 GMT",5.029,19_102_260_1633_2019-04-26 16:28:40.635553,0019,02,19-102-260-1633,America/Los_Angeles,
75,5cd8ba8df9af8b0170d38c6a,0102,"Fri, 26 Apr 2019 18:44:47 GMT","Sat, 27 Apr 2019 01:07:14 GMT","Sat, 27 Apr 2019 01:08:12 GMT",37.153,19_102_260_1639_2019-04-26 18:44:46.780905,0019,05,19-102-260-1639,America/Los_Angeles,
76,5cd8ba8df9af8b0170d38c6b,0102,"Sat, 27 Apr 2019 00:37:50 GMT","Sat, 27 Apr 2019 04:11:53 GMT","Sat, 27 Apr 2019 04:00:50 GMT",17.461,19_102_260_1640_2019-04-27 00:37:50.327982,0019,08,19-102-260-1640,America/Los_Angeles,
77,5cd8ba8df9af8b0170d38c6c,0102,"Sat, 27 Apr 2019 01:07:22 GMT","Sat, 27 Apr 2019 01:45:11 GMT","Sat, 27 Apr 2019 01:45:03 GMT",3.965,19_102_260_1639_2019-04-27 01:07:21.525203,0019,05,19-102-260-1639,America/Los_Angeles,
78,5cdcaf0df9af8b0e47e46fac,0102,"Mon, 29 Apr 2019 16:40:53 GMT","Tue, 30 Apr 2019 01:05:34 GMT","Mon, 29 Apr 2019 17:31:23 GMT",4.424,19_102_260_1633_2019-04-29 16:40:53.257660,0019,02,19-102-260-1633,America/Los_Angeles,
79,5cdcaf0df9af8b0e47e46fad,0102,"Mon, 29 Apr 2019 18:23:58 GMT","Tue, 30 Apr 2019 01:37:39 GMT","Mon, 29 Apr 2019 22:37:01 GMT",13.725,19_102_260_1636_2019-04-29 18:23:58.198936,0019,06,19-102-260-1636,America/Los_Angeles,
80,5cde008ef9af8b123da39230,0102,"Tue, 30 Apr 2019 16:03:05 GMT","Wed, 01 May 2019 01:44:33 GMT","Tue, 30 Apr 2019 21:07:03 GMT",30.94,19_102_260_1634_2019-04-30 16:03:05.465846,0019,03,19-102-260-1634,America/Los_Angeles,
81,5cde008ef9af8b123da39231,0102,"Tue, 30 Apr 2019 16:38:27 GMT","Wed, 01 May 2019 00:39:13 GMT","Tue, 30 Apr 2019 17:33:01 GMT",5.219,19_102_260_1633_2019-04-30 16:38:27.335854,0019,02,19-102-260-1633,America/Los_Angeles,
82,5cde008ef9af8b123da39232,0102,"Tue, 30 Apr 2019 17:37:48 GMT","Tue, 30 Apr 2019 21:28:39 GMT","Tue, 30 Apr 2019 21:28:23 GMT",23.509,19_102_260_1639_2019-04-30 17:37:47.589962,0019,05,19-102-260-1639,America/Los_Angeles,
83,5cde008ef9af8b123da39233,0102,"Tue, 30 Apr 2019 21:22:23 GMT","Wed, 01 May 2019 03:38:16 GMT","Wed, 01 May 2019 02:54:58 GMT",33.127,19_102_260_1640_2019-04-30 21:22:23.252945,0019,08,19-102-260-1640,America/Los_Angeles,
84,5cdf520df9af8b14963289a9,0102,"Wed, 01 May 2019 16:05:37 GMT","Wed, 01 May 2019 23:16:51 GMT","Wed, 01 May 2019 17:09:58 GMT",5.763,19_102_260_1633_2019-05-01 16:05:36.809286,0019,02,19-102-260-1633,America/Los_Angeles,
85,5cdf520df9af8b14963289aa,0102,"Wed, 01 May 2019 17:16:32 GMT","Thu, 02 May 2019 00:49:28 GMT","Wed, 01 May 2019 20:55:58 GMT",18.646,19_102_260_1634_2019-05-01 17:16:32.075006,0019,03,19-102-260-1634,America/Los_Angeles,
86,5cdf520df9af8b14963289ab,0102,"Wed, 01 May 2019 18:17:24 GMT","Thu, 02 May 2019 01:57:29 GMT","Wed, 01 May 2019 22:00:18 GMT",12.335,19_102_260_1636_2019-05-01 18:17:23.971924,0019,06,19-102-260-1636,America/Los_Angeles,
87,5ce0a38df9af8b1a6c3a4fc3,0102,"Thu, 02 May 2019 16:35:06 GMT","Thu, 02 May 2019 23:06:25 GMT","Thu, 02 May 2019 17:28:41 GMT",4.719,19_102_260_1633_2019-05-02 16:35:06.090848,0019,02,19-102-260-1633,America/Los_Angeles,
88,5ce0a38df9af8b1a6c3a4fc4,0102,"Thu, 02 May 2019 18:26:16 GMT","Fri, 03 May 2019 02:00:38 GMT","Thu, 02 May 2019 21:19:11 GMT",9.562,19_102_260_1636_2019-05-02 18:26:15.891966,0019,06,19-102-260-1636,America/Los_Angeles,
89,5ce0a38df9af8b1a6c3a4fc5,0102,"Thu, 02 May 2019 21:31:02 GMT","Fri, 03 May 2019 03:47:57 GMT","Fri, 03 May 2019 03:16:29 GMT",33.745,19_102_260_1640_2019-05-02 21:31:01.640058,0019,08,19-102-260-1640,America/Los_Angeles,
90,5ce1f50df9af8b1e761ad704,0102,"Fri, 03 May 2019 16:03:46 GMT","Fri, 03 May 2019 21:32:33 GMT","Fri, 03 May 2019 17:06:53 GMT",5.661,19_102_260_1633_2019-05-03 16:03:46.256273,0019,02,19-102-260-1633,America/Los_Angeles,
91,5ce1f50df9af8b1e761ad705,0102,"Fri, 03 May 2019 18:21:36 GMT","Fri, 03 May 2019 19:04:49 GMT","Fri, 03 May 2019 19:04:45 GMT",2.428,19_102_260_1636_2019-05-03 18:21:36.098592,0019,06,19-102-260-1636,America/Los_Angeles,
